2019-06-29 14:30:26.497 CST,main.go:267, INFO ,goflyway 181021015134
2019-06-29 16:03:25.469 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:36442, C104, read: connection reset by peer"
2019-06-29 16:03:25.470 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:36444, C104, read: connection reset by peer"
2019-06-29 16:03:25.470 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:36440, C104, read: connection reset by peer"
2019-06-29 16:03:26.815 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:36450, C104, read: connection reset by peer"
2019-06-29 16:03:26.815 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:36448, C104, read: connection reset by peer"
2019-06-29 16:03:26.815 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:36446, C104, read: connection reset by peer"
2019-06-29 16:03:26.815 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:36438, C104, read: connection reset by peer"
2019-06-29 16:04:49.254 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:36638, C32, write: broken pipe"
2019-06-29 16:05:51.678 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:36716, C32, write: broken pipe"
2019-06-29 16:06:03.769 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:36742, C32, write: broken pipe"
2019-06-29 16:06:10.084 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:36748, C32, write: broken pipe"
2019-06-29 16:06:37.317 CST,httpmux.go:39, ERROR ,"HTTP/SOCKS prefetch: read 192.168.0.104:51608, i/o timeout"
2019-06-29 16:07:31.464 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:36866, C32, write: broken pipe"
2019-06-29 16:07:38.210 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:36874, C32, write: broken pipe"
2019-06-29 16:08:17.949 CST,client.go:394, ERROR ,"Dial failed: invalid websocket response from 69.171.225.13:443: HTTP/1.1 524 Origin Time-out
Date: Sat, 29 Jun 2019 08:08:17 GMT
Content-Type: text/html; charset=UTF-8
Transfer-Encoding: chunked
Connection: keep-alive
Set-Cookie: __cfduid=df723d7a9e51c168daa0ed8af80e4b4451561795597; expires=Sun, 28-Jun-20 08:06:37 GMT; path=/; domain=.youhao.tk; HttpOnly
Set-Cookie: cf_use_ob=0; path=/; expires=Sat, 29-Jun-19 08:08:47 GMT
Expires: Thu, 01 Jan 1970 00:00:01 GMT
Cache-Control: no-store, no-cache, must-revalidate, post-check=0, pre-check=0
Pragma: no-cache
Server: cloudflare
CF-RAY: 4ee666f57c24d8b5-AMS

"
2019-06-29 16:08:18.322 CST,client.go:394, ERROR ,"Dial failed: invalid websocket response from 67.228.126.62:443: HTTP/1.1 524 Origin Time-out
Date: Sat, 29 Jun 2019 08:08:17 GMT
Content-Type: text/html; charset=UTF-8
Transfer-Encoding: chunked
Connection: keep-alive
Set-Cookie: __cfduid=dc5d3c8609e78143319cb1f57e2a9d3e01561795597; expires=Sun, 28-Jun-20 08:06:37 GMT; path=/; domain=.youhao.tk; HttpOnly
Set-Cookie: cf_use_ob=0; path=/; expires=Sat, 29-Jun-19 08:08:47 GMT
Expires: Thu, 01 Jan 1970 00:00:01 GMT
Cache-Control: no-store, no-cache, must-revalidate, post-check=0, pre-check=0
Pragma: no-cache
Server: cloudflare
CF-RAY: 4ee666f62de1bef6-FRA

"
2019-06-29 16:11:48.318 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37182, C32, write: broken pipe"
2019-06-29 16:12:42.450 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37266, C32, write: broken pipe"
2019-06-29 16:13:43.998 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37370, C104, read: connection reset by peer"
2019-06-29 16:13:59.692 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37408, C104, read: connection reset by peer"
2019-06-29 16:14:00.297 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37486, C32, write: broken pipe"
2019-06-29 16:14:03.228 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37452, C104, read: connection reset by peer"
2019-06-29 16:14:03.228 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37450, C104, read: connection reset by peer"
2019-06-29 16:14:03.328 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37460, C104, read: connection reset by peer"
2019-06-29 16:14:04.397 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37464, C104, read: connection reset by peer"
2019-06-29 16:14:07.767 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37452, C32, write: broken pipe"
2019-06-29 16:14:07.936 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37450, C32, write: broken pipe"
2019-06-29 16:14:08.654 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37460, C32, write: broken pipe"
2019-06-29 16:14:09.792 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37464, C32, write: broken pipe"
2019-06-29 16:14:15.515 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37502, C104, read: connection reset by peer"
2019-06-29 16:14:29.484 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37586, C32, write: broken pipe"
2019-06-29 16:14:30.550 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37574, C104, read: connection reset by peer"
2019-06-29 16:14:30.550 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37576, C104, read: connection reset by peer"
2019-06-29 16:15:00.337 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37624, C104, read: connection reset by peer"
2019-06-29 16:15:07.932 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37654, C104, read: connection reset by peer"
2019-06-29 16:15:07.933 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37646, C104, read: connection reset by peer"
2019-06-29 16:15:10.232 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37640, C32, write: broken pipe"
2019-06-29 16:15:10.291 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37690, C104, read: connection reset by peer"
2019-06-29 16:15:11.451 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37654, C32, write: broken pipe"
2019-06-29 16:15:15.609 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37690, C32, write: broken pipe"
2019-06-29 16:15:26.490 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37702, C104, read: connection reset by peer"
2019-06-29 16:15:28.662 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37742, C32, write: broken pipe"
2019-06-29 16:15:39.119 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37738, C32, write: broken pipe"
2019-06-29 16:15:44.133 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37764, C104, read: connection reset by peer"
2019-06-29 16:15:50.087 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37774, C104, read: connection reset by peer"
2019-06-29 16:16:06.854 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37810, C104, read: connection reset by peer"
2019-06-29 16:16:17.909 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37850, C32, write: broken pipe"
2019-06-29 16:16:46.307 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37886, C104, read: connection reset by peer"
2019-06-29 16:16:49.563 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:37886, C32, write: broken pipe"
2019-06-29 16:17:11.784 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:37922, C104, read: connection reset by peer"
2019-06-29 16:18:05.723 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:38058, C32, write: broken pipe"
2019-06-29 16:18:16.673 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38032, C104, read: connection reset by peer"
2019-06-29 16:18:16.673 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38054, C104, read: connection reset by peer"
2019-06-29 16:18:16.673 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38030, C104, read: connection reset by peer"
2019-06-29 16:18:16.673 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38050, C104, read: connection reset by peer"
2019-06-29 16:18:16.673 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38018, C104, read: connection reset by peer"
2019-06-29 16:18:16.673 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38020, C104, read: connection reset by peer"
2019-06-29 16:18:16.673 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38012, C104, read: connection reset by peer"
2019-06-29 16:18:16.673 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38022, C104, read: connection reset by peer"
2019-06-29 16:18:16.673 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38024, C104, read: connection reset by peer"
2019-06-29 16:18:16.673 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38026, C104, read: connection reset by peer"
2019-06-29 16:19:04.422 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38114, C104, read: connection reset by peer"
2019-06-29 16:19:04.423 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38126, C104, read: connection reset by peer"
2019-06-29 16:19:04.423 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38122, C104, read: connection reset by peer"
2019-06-29 16:19:25.672 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38210, C104, read: connection reset by peer"
2019-06-29 16:19:25.672 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38186, C104, read: connection reset by peer"
2019-06-29 16:19:25.672 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38184, C104, read: connection reset by peer"
2019-06-29 16:19:25.672 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38182, C104, read: connection reset by peer"
2019-06-29 16:19:31.073 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38222, C104, read: connection reset by peer"
2019-06-29 16:19:31.074 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38212, C104, read: connection reset by peer"
2019-06-29 16:19:34.680 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38226, C104, read: connection reset by peer"
2019-06-29 16:19:45.557 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38262, C104, read: connection reset by peer"
2019-06-29 16:19:45.557 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38266, C104, read: connection reset by peer"
2019-06-29 16:19:45.557 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38260, C104, read: connection reset by peer"
2019-06-29 16:19:49.352 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38264, C104, read: connection reset by peer"
2019-06-29 16:19:56.015 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38294, C104, read: connection reset by peer"
2019-06-29 16:20:13.052 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:38288, C32, write: broken pipe"
2019-06-29 16:20:27.879 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:38278, C32, write: broken pipe"
2019-06-29 16:20:38.676 CST,io.go:84, ERROR ,"Bridge: write 104.28.31.48:8880, C32, write: broken pipe"
2019-06-29 16:20:57.249 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:38374, C32, write: broken pipe"
2019-06-29 16:20:57.287 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:38394, C32, write: broken pipe"
2019-06-29 16:21:21.917 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38462, C104, read: connection reset by peer"
2019-06-29 16:22:59.317 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:38578, C32, write: broken pipe"
2019-06-29 16:23:29.977 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:38622, C32, write: broken pipe"
2019-06-29 16:24:02.830 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:38670, C32, write: broken pipe"
2019-06-29 16:24:15.954 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:38692, C32, write: broken pipe"
2019-06-29 16:24:24.544 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38708, C104, read: connection reset by peer"
2019-06-29 16:24:24.544 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38710, C104, read: connection reset by peer"
2019-06-29 16:24:28.754 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:38708, C32, write: broken pipe"
2019-06-29 16:24:44.521 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38722, C104, read: connection reset by peer"
2019-06-29 16:25:39.464 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:38804, C32, write: broken pipe"
2019-06-29 16:26:40.367 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:38850, C104, read: connection reset by peer"
2019-06-29 16:28:12.724 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:38958, C32, write: broken pipe"
2019-06-29 16:29:25.957 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:39020, C104, read: connection reset by peer"
2019-06-29 16:29:35.470 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:39056, C104, read: connection reset by peer"
2019-06-29 16:29:36.127 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:39058, C104, read: connection reset by peer"
2019-06-29 16:29:36.127 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:39052, C104, read: connection reset by peer"
2019-06-29 16:29:36.127 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:39054, C104, read: connection reset by peer"
2019-06-29 16:29:36.127 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:39060, C104, read: connection reset by peer"
2019-06-29 16:29:50.232 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:38928, C32, write: broken pipe"
2019-06-29 16:29:58.691 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:39236, C32, write: broken pipe"
2019-06-29 16:30:44.521 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:39284, C104, read: connection reset by peer"
2019-06-29 16:30:52.439 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:39306, C32, write: broken pipe"
2019-06-29 16:31:47.342 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:39360, C32, write: broken pipe"
2019-06-29 16:33:07.975 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:39436, C32, write: broken pipe"
2019-06-29 16:33:14.419 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:39440, C32, write: broken pipe"
2019-06-29 16:33:37.957 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:39476, C32, write: broken pipe"
2019-06-29 16:33:44.490 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:39484, C32, write: broken pipe"
2019-06-29 16:34:46.817 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:39538, C32, write: broken pipe"
2019-06-29 16:35:22.861 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:39580, C32, write: broken pipe"
2019-06-29 16:38:25.736 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:39740, C32, write: broken pipe"
2019-06-29 16:40:29.311 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:39912, C32, write: broken pipe"
2019-06-29 16:42:12.594 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:39992, C32, write: broken pipe"
2019-06-29 16:49:26.512 CST,client.go:434, ERROR ,Round trip context canceled: http://ocsp.digicert.com/MFYwVKADAgEAME0wSzBJMAkGBSsOAwIaBQAEFEn0vYoYv3YGmMXeQC1oO3Fq5OaGBBQ901Cl1qCt7vNKYApl0yHU%2BPjWDwIQCZaZ7iSMhiCC3r%2BZilgIMA%3D%3D
2019-06-29 16:53:10.118 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:40630, C32, write: broken pipe"
2019-06-29 16:53:39.308 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:40634, C104, read: connection reset by peer"
2019-06-29 16:54:53.713 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:40692, C32, write: broken pipe"
2019-06-29 16:54:57.306 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:40726, C104, read: connection reset by peer"
2019-06-29 16:55:16.273 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:40736, C32, write: broken pipe"
2019-06-29 16:57:03.630 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:40832, C32, write: broken pipe"
2019-06-29 16:57:33.489 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:40852, C32, write: broken pipe"
2019-06-29 16:57:39.942 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:40874, C32, write: broken pipe"
2019-06-29 17:01:48.815 CST,client.go:394, ERROR ,"Dial failed: invalid websocket response from misaka-sw.mincdn.com:443: HTTP/1.1 524 Origin Time-out
Date: Sat, 29 Jun 2019 09:01:48 GMT
Content-Type: text/html; charset=UTF-8
Transfer-Encoding: chunked
Connection: keep-alive
Set-Cookie: __cfduid=d2209e8ee5db94a0c7077fbb20ebf522e1561798807; expires=Sun, 28-Jun-20 09:00:07 GMT; path=/; domain=.youhao.tk; HttpOnly
Set-Cookie: cf_use_ob=0; path=/; expires=Sat, 29-Jun-19 09:02:18 GMT
Expires: Thu, 01 Jan 1970 00:00:01 GMT
Cache-Control: no-store, no-cache, must-revalidate, post-check=0, pre-check=0
Pragma: no-cache
Server: cloudflare
CF-RAY: 4ee6b555aa48c82f-AMS

"
2019-06-29 17:03:46.647 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:41230, C32, write: broken pipe"
2019-06-29 17:04:17.697 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:41252, C32, write: broken pipe"
2019-06-29 17:04:18.706 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:41248, C32, write: broken pipe"
2019-06-29 17:04:29.237 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:41264, C32, write: broken pipe"
2019-06-29 17:12:22.618 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:41688, C32, write: broken pipe"
2019-06-29 17:12:29.064 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:41696, C32, write: broken pipe"
2019-06-29 17:13:00.561 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:41734, C32, write: broken pipe"
2019-06-29 17:14:39.024 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:41810, C32, write: broken pipe"
2019-06-29 17:15:10.034 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:41848, C32, write: broken pipe"
2019-06-29 17:16:31.734 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:41906, C32, write: broken pipe"
2019-06-29 17:16:56.306 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:41916, C104, read: connection reset by peer"
2019-06-29 17:20:11.523 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:42118, C32, write: broken pipe"
2019-06-29 17:22:18.498 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:42228, C32, write: broken pipe"
2019-06-29 17:22:44.646 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:42248, C32, write: broken pipe"
2019-06-29 17:24:28.517 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:42328, C104, read: connection reset by peer"
2019-06-29 17:24:29.481 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:42328, C32, write: broken pipe"
2019-06-29 17:25:44.901 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:42382, C32, write: broken pipe"
2019-06-29 17:25:50.734 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:42388, C32, write: broken pipe"
2019-06-29 17:25:59.123 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:42394, C32, write: broken pipe"
2019-06-29 17:26:34.633 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:42426, C32, write: broken pipe"
2019-06-29 17:27:28.565 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:42478, C32, write: broken pipe"
2019-06-29 17:27:42.593 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:42492, C32, write: broken pipe"
2019-06-29 17:30:12.808 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:42608, C32, write: broken pipe"
2019-06-29 17:40:10.858 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:43014, C32, write: broken pipe"
2019-06-29 17:40:54.520 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:43042, C104, read: connection reset by peer"
2019-06-29 17:41:29.142 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:43078, C32, write: broken pipe"
2019-06-29 17:41:36.946 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:43086, C32, write: broken pipe"
2019-06-29 17:42:12.229 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:43098, C32, write: broken pipe"
2019-06-29 17:43:24.071 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:43164, C32, write: broken pipe"
2019-06-29 17:43:58.863 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:43172, C32, write: broken pipe"
2019-06-29 17:44:22.502 CST,client.go:434, ERROR ,Round trip context canceled: http://ocsp.digicert.com/MFYwVKADAgEAME0wSzBJMAkGBSsOAwIaBQAEFN%2BqEuMosQlBk%2BKfQoLOR0BClVijBBSxPsNpA%2Fi%2FRwHUmCYaCALvY2QrwwIQDHmpRLCMEZUgkmFf4msdgw%3D%3D
2019-06-29 17:44:38.390 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:43216, C32, write: broken pipe"
2019-06-29 17:45:32.118 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:43254, C32, write: broken pipe"
2019-06-29 17:46:16.519 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:43266, C104, read: connection reset by peer"
2019-06-29 17:48:11.724 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:43402, C104, read: connection reset by peer"
2019-06-29 17:48:11.724 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:43398, C104, read: connection reset by peer"
2019-06-29 17:48:14.189 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:43400, C104, read: connection reset by peer"
2019-06-29 17:48:36.094 CST,acl.go:42, ERROR ,ACL check error: DNS lookup failed: lookup scontent.xx.fbcdn.net on 127.0.1.1:53: read udp 127.0.0.1:46275->127.0.1.1:53: i/o timeout
2019-06-29 17:48:36.094 CST,acl.go:42, ERROR ,ACL check error: DNS lookup failed: lookup scontent.xx.fbcdn.net on 127.0.1.1:53: read udp 127.0.0.1:46275->127.0.1.1:53: i/o timeout
2019-06-29 17:48:58.311 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:43512, C104, read: connection reset by peer"
2019-06-29 17:48:58.311 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:43514, C104, read: connection reset by peer"
2019-06-29 17:49:23.521 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:43548, C104, read: connection reset by peer"
2019-06-29 17:49:27.786 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:43592, C32, write: broken pipe"
2019-06-29 17:50:21.210 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:43652, C32, write: broken pipe"
2019-06-29 17:51:59.520 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:43710, C104, read: connection reset by peer"
2019-06-29 17:52:06.381 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:43732, C104, read: connection reset by peer"
2019-06-29 17:52:06.381 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:43730, C104, read: connection reset by peer"
2019-06-29 17:52:10.809 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:43728, C104, read: connection reset by peer"
2019-06-29 17:52:12.620 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:43762, C104, read: connection reset by peer"
2019-06-29 17:52:22.657 CST,acl.go:42, ERROR ,ACL check error: DNS lookup failed: lookup scontent.xx.fbcdn.net on 127.0.1.1:53: read udp 127.0.0.1:36391->127.0.1.1:53: i/o timeout
2019-06-29 17:55:25.674 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:44010, C104, read: connection reset by peer"
2019-06-29 17:55:25.675 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:44008, C104, read: connection reset by peer"
2019-06-29 17:55:25.675 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:44006, C104, read: connection reset by peer"
2019-06-29 18:01:52.043 CST,acl.go:42, ERROR ,ACL check error: DNS lookup failed: lookup scontent.xx.fbcdn.net on 127.0.1.1:53: read udp 127.0.0.1:37960->127.0.1.1:53: i/o timeout
2019-06-29 18:02:25.316 CST,acl.go:42, ERROR ,ACL check error: DNS lookup failed: lookup connect.facebook.net on 127.0.1.1:53: no such host
2019-06-29 18:02:47.485 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:44612, C104, read: connection reset by peer"
2019-06-29 18:02:47.485 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:44614, C104, read: connection reset by peer"
2019-06-29 18:02:47.485 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:44616, C104, read: connection reset by peer"
2019-06-29 18:02:48.646 CST,acl.go:42, ERROR ,ACL check error: DNS lookup failed: lookup connect.facebook.net on 127.0.1.1:53: no such host
2019-06-29 18:04:39.945 CST,acl.go:42, ERROR ,ACL check error: DNS lookup failed: lookup connect.facebook.net on 127.0.1.1:53: no such host
2019-06-29 18:06:12.067 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:45100, C104, read: connection reset by peer"
2019-06-29 18:06:26.645 CST,acl.go:42, ERROR ,ACL check error: DNS lookup failed: lookup connect.facebook.net on 127.0.1.1:53: no such host
2019-06-29 18:06:38.182 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:45138, C104, read: connection reset by peer"
2019-06-29 18:06:54.703 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:45130, C104, read: connection reset by peer"
2019-06-29 18:06:54.703 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:45178, C104, read: connection reset by peer"
2019-06-29 18:06:54.703 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:45156, C104, read: connection reset by peer"
2019-06-29 18:07:08.280 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:45290, C32, write: broken pipe"
2019-06-29 18:07:17.704 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:45246, C104, read: connection reset by peer"
2019-06-29 18:07:41.772 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:45330, C104, read: connection reset by peer"
2019-06-29 18:07:41.772 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:45322, C104, read: connection reset by peer"
2019-06-29 18:07:41.772 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:45342, C104, read: connection reset by peer"
2019-06-29 18:07:41.772 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:45306, C104, read: connection reset by peer"
2019-06-29 18:07:43.136 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:45306, C32, write: broken pipe"
2019-06-29 18:07:44.448 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:45322, C32, write: broken pipe"
2019-06-29 18:07:44.506 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:45342, C32, write: broken pipe"
2019-06-29 18:07:47.676 CST,io.go:68, ERROR ,"Bridge: write 127.0.0.1:45358, C32, write: broken pipe"
2019-06-29 18:08:03.682 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:45398, C104, read: connection reset by peer"
2019-06-29 18:08:03.682 CST,io.go:84, ERROR ,"Bridge: read 127.0.0.1:45402, C104, read: connection reset by peer"
